ID,Title,Year,Rating,Rank
c88cc0ce-76a4-4b56-9b01-3927035f23b9,Two Women,1960,88,312
3351beda-e6f0-4dac-b2f7-d5a5a6f97098,Village of the Damned,1960,93,313
51c1da09-8044-476d-a3ec-a2eba405a3d4,A Raisin in the Sun,1961,95,314
c5cbf9f5-fab2-498e-be81-bc860eee31f9,Accattone,1961,100,315
4af4dff1-f9c8-49cb-814d-aae0855a86b6,Divorce Italian Style,1961,100,316
3be96ea8-45e1-4ed3-a424-47f36182527c,Judgment at Nuremberg,1961,92,317
a9d50466-7d94-4a60-9bc9-0a398bf0f5b1,Last Year at Marienbad,1961,95,318
5211baee-b609-4e34-8516-4bc43c7b8411,"One, Two, Three",1961,91,319
f34496b1-113f-48d2-923e-e30530589232,The Guns of Navarone,1961,92,320
a0dfde0b-4499-47fb-827b-9ca24b4fb265,The Hustler,1961,96,321
c2ce79b9-18c0-40fe-b51b-49a42aeea2ee,The Innocents,1961,95,322
9a9ad9d8-7d87-4aaf-9397-53f97c92b3d2,The Misfits,1961,97,323
807f82cf-35fa-4400-8eaa-484d6054cbda,Through a Glass Darkly,1961,100,324
c299e91e-25cc-4488-9682-d25e61122e54,Viridiana,1961,96,325
cddf7560-4c2c-4b50-bcb2-191d022b745b,West Side Story,1961,93,326
